# name	sha1	sha256	expires
MacBook-Pro-3	9a5f84a8885566315ef6e03a0572cc3c87ec949a	a2650be517c58291cdfaa89c73c265b44710239add5d8cb10bdf8afa48c294fd	Jul 28 08:27:55 2027 GMT
